k W
3.715352000000000000e+10 2.787799896609572640e-16
3.758374000000000000e+10 2.587599750429710705e-16
3.801894000000000000e+10 3.239889867631834533e-16
3.845918000000000000e+10 2.470900434486314484e-16
3.890451000000000000e+10 2.750538736273405555e-16
3.935501000000000000e+10 2.538687169203313552e-16
3.981072000000000000e+10 2.404459773399018890e-16
4.027170000000000000e+10 2.411144878279976338e-16
4.073803000000000000e+10 1.927944660952263359e-16
4.120975000000000000e+10 2.530849228169871036e-16
4.168694000000000000e+10 2.454766252829553974e-16
4.216965000000000000e+10 2.206014287553685824e-16
4.265795000000000000e+10 1.927860201700293289e-16
4.315191000000000000e+10 2.015098372028370824e-16
4.365158000000000000e+10 2.026283830491740206e-16
4.415704000000000000e+10 2.187209066744635378e-16
4.466836000000000000e+10 1.798572679070213893e-16
4.518559000000000000e+10 1.762888150247277251e-16
4.570882000000000000e+10 1.668222019386433651e-16
4.623810000000000000e+10 1.909214680520531555e-16
4.677351000000000000e+10 1.887322353189299105e-16
4.731513000000000000e+10 1.487116492195968456e-16
4.786301000000000000e+10 1.648701099642762710e-16
4.841724000000000000e+10 1.723443085734054442e-16
4.897788000000000000e+10 1.649656736294077814e-16
4.954502000000000000e+10 1.627670004581273745e-16
5.011872000000000000e+10 1.435138027801536407e-16
5.069907000000000000e+10 1.445498857979063029e-16
5.128614000000000000e+10 1.429770275626863890e-16
5.188000000000000000e+10 1.616713177677291918e-16
5.248075000000000000e+10 1.257212367946652886e-16
5.308844000000000000e+10 1.282240768339394660e-16
5.370318000000000000e+10 1.430472618663765939e-16
5.432503000000000000e+10 1.394239165421530491e-16
5.495409000000000000e+10 1.412476673936624163e-16
5.559043000000000000e+10 1.034868485205160059e-16
5.623413000000000000e+10 1.267548177714131254e-16
5.688529000000000000e+10 1.128462938797907437e-16
5.754399000000000000e+10 1.185965337636783326e-16
5.821032000000000000e+10 1.162568943518727744e-16
5.888437000000000000e+10 1.003060682487911124e-16
5.956621000000000000e+10 1.120376212151514055e-16
6.025596000000000000e+10 1.018519228162618112e-16
6.095369000000000000e+10 1.107500766887589121e-16
6.165950000000000000e+10 1.089238667033439502e-16
6.237348000000000000e+10 1.032387227719753381e-16
6.309573000000000000e+10 8.724742534640745581e-17
6.382635000000000000e+10 8.508938593134559594e-17
6.456542000000000000e+10 9.496703466892341964e-17
6.531306000000000000e+10 9.047270681250381327e-17
6.606934000000000000e+10 9.033354391632717640e-17
6.683439000000000000e+10 7.594408155133319285e-17
6.760830000000000000e+10 8.012015960054666448e-17
6.839116000000000000e+10 8.108410797944966860e-17
6.918310000000000000e+10 7.159813869168583374e-17
6.998420000000000000e+10 7.137143083392787842e-17
7.079458000000000000e+10 7.299514060856948446e-17
7.161434000000000000e+10 8.373264355508893687e-17
7.244360000000000000e+10 7.713125305079549495e-17
7.328245000000000000e+10 7.837366592919469746e-17
7.413102000000000000e+10 6.115763846517082272e-17
7.498942000000000000e+10 8.691886646044813118e-17
7.585776000000000000e+10 6.644914411480161981e-17
7.673615000000000000e+10 6.418052979319921917e-17
7.762471000000000000e+10 6.130650045606633028e-17
7.852356000000000000e+10 4.867178055698873044e-17
7.943282000000000000e+10 5.133104938106043870e-17
8.035261000000000000e+10 6.499734920851012210e-17
8.128305000000000000e+10 5.988577721650672998e-17
8.222426000000000000e+10 6.123268115072193785e-17
8.317638000000000000e+10 6.498540684611364972e-17
8.413951000000000000e+10 4.936320820851704708e-17
8.511380000000000000e+10 5.269900666575669569e-17
8.609938000000000000e+10 4.804534446930023475e-17
8.709636000000000000e+10 4.883256212394172718e-17
8.810489000000000000e+10 5.122225838507590065e-17
8.912509000000000000e+10 5.016137417712718135e-17
9.015711000000000000e+10 4.602128496791003495e-17
9.120108000000000000e+10 4.796379650967203857e-17
9.225714000000000000e+10 4.099610509257908195e-17
9.332543000000000000e+10 4.509282985849556538e-17
9.440609000000000000e+10 4.620672231266660144e-17
9.549926000000000000e+10 4.522456664768342725e-17
9.660509000000000000e+10 3.862796178966699496e-17
9.772372000000000000e+10 4.297275084839706628e-17
9.885531000000000000e+10 3.632346313094958569e-17
